2,7,50,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,50,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,100,0.39,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,100,0.39,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,100,0.39,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,100,0.39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,25,100,0.49,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,28,100,0.49,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,45,100,0.59,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,47,100,0.59,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,82,100,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,100,0.39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,100,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,50,0.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,50,0.2,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,10,50,0.2,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,50,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,50,0.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,50,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,50,0.2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,11,50,0.2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,13,50,0.2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18,50,0.2,12,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,18,50,0.2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,21,50,0.3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,50,0.2,13,2,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,50,0.2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,50,0.2,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,50,0.2,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,50,0.2,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,27,100,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,27,100,0.49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,27,100,0.39,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,49,100,0.3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,49,100,0.39,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,4,50,0.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,100,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,100,0.49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,100,0.39,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,100,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,50,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6,50,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8,50,0.2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
